sizeCol,sizeRow,title,number,solution,difficulty,colClues,rowClues
43,43,Snake,2397,http://static.nonograms.org/files/nonograms/large/zmeya_12_1_1p.png,6/10," , , , ,2,2, , , , ,4,4, , , , , ,11, , , , ,8,4, , , ,3,4,5, , , ,5,3,7, , , , ,4,12, , , , , ,19, , , , , ,21, ,6,9,1,1,3, , ,4,6,1,2, , ,5,3,1,1, , , ,5,2,1, , , , ,5,3, , , , ,4,4, , , , ,4,2, , , ,4,1,1, , , , ,3,2, , , ,2,1,2, , , , ,3,1, , , ,6,2,1, , , , ,12,2, , , , ,16,1, , , , ,17,1, , , , ,18,1, , , , ,18,1, , , , ,17,3, , ,3,14,1,4, , ,4,12,2,5, , , ,4,19,3, , , ,6,15,4, , , ,6,14,5, ,7,8,3,3,4,2,5,5,4,9,2, , ,2,6,7,12, , , ,2,25,12, , ,1,22,4,4, , , ,2,19,4, , , ,2,14,3, , , ,4,3,5, , , , ,6,8, , , , , ,17, , , , , ,9"," , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , ,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3, , , ,1,2, ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,7,8,9,1,1,11,2,9,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,7,10,13,16,6,6,7,12,7,4,1,5,4,1,2,6,4, , , , , , , , , , , , , , , , , , , ,4,6,8,8,9,11,11,12,13,14,14,14,14,13,4,5,4,3,4,4,9,3,1,1,4,1, , , , ,1, , , , , , , , , ,6,9,12,7,5,5,4,5,4,4,4,4,5,5,5,4,4,4,4,4,5,4,4,5,5,9,7,3,4,1,1,1,3,1,1, , , , , , ,6,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,6,4,4,4,4,5,4,3,3,3,2"
39,37,Centaur,2398,http://static.nonograms.org/files/nonograms/large/kentavr_12_1_1p.png,7/10," , , , , , ,6,2, , , ,2,1,1,1,3, , ,2,1,1,2,1,2, , , ,1,1,4,1,2, , ,3,2,3,1,1,1, , , ,4,1,6,1,2, , , , ,4,7,1,1, , , , , ,2,6,3, , , , , ,3,6,5, , , , , ,3,11,7, , , , , ,3,19,1, , , , ,3,1,16,2, , , ,5,7,6,1,1, , ,5,3,1,2,1,2, , ,5,3,3,1,2,3, , , , , ,8,3,6, , , ,8,1,4,1,1, , ,2,5,4,4,1,1, , , , ,9,9,2,2, , , , , ,24,1,2, , , , , ,24,1,2, , , ,5,3,20,1,1, , ,7,2,11,9,1,1, ,3,3,2,11,8,1,1,2,2,2,5,7,7,2,1, , ,2,1,4,7,7,3, , , ,2,8,8,6,1, , , , ,3,10,6,7, , , ,3,10,4,2,7, , , , ,2,2,5,6, , , , ,4,4,6,3, , , ,3,5,1,5,2, , , , ,2,6,3,2, , , , ,1,5,3,2, , , , , , ,4,2, , , , , , ,3,3, , , , , , ,4,4, , , , , , , ,3, , , , , , , ,4"," , , , , , , , , , , ,2, , , ,1,2, , , , , , ,1,7, , , , , , , , , , , , , , , , , , , ,2, , , ,1,2,1, ,6,1,1, , , , , ,3,3,1,2,2, , , , , , , , , , , ,8, , , ,2,1,5,9,5,7,1,1, ,3,3,4,2, , , ,3,1,4,2,3,7,3, , , , ,2, ,1, , , ,3,10,3,3,5,6,10,7,13,11,9,9,2,3,4,4,3,3,3,3,4,5,7,1,2,2,3, ,3,3,5,7,4,6, , , ,2,2,7,3,3,1,3,3,3,3,14,15,26,11,5,10,10,10,10,10,4,3,1,9,11,11,3, ,11,8,3,3,2,1,5,9,11,3,4,3,4,4,5,2,3,2,3,2,3,2,1,1,2,3,4,3,4,3,3,4,4,2,2,11,13,1,2,3,4,9,8,3"
26,28,Pram,2399,http://static.nonograms.org/files/nonograms/large/kolyasochka_12_1_1p.png,6/10," , , , , , , ,7, , , , , , , ,9, , , , ,1,1,1,5, , , ,1,1,1,1,3, ,3,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2, ,1,1,1,1,1,1,2, ,2,1,1,1,1,1,2, , , , , , ,1,12, , , , , , , ,23, , , , , , , ,25, , , , , , ,1,1,1,1,1,1,1,1,1,1, , , ,2,5,5,5,2, , , ,1,3,3,3,1, , , ,1,1,1,1,1, , , , , , ,2,2, , , , , , ,6,6, , , , ,4,1,4,1, , , , , ,6,10,1, , ,3,1,1,3,1,1, , , , ,3,3,3,3, , , , , , ,8,8, , , , , , ,6,6, , , , , , ,4,4"," , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , ,2,2,2, , , , ,2, , , ,3,12,3,11,2, , , , , , , , , ,2,2,2,3,3,1,2,2,2,12,3,12,2,12,3,3,3,1,3, , , , , , ,2,4,4,2,1,3,3,3,1,1,1,3,3,3,1,3,1,3,3,1,2,2,10, , ,2,2,1,1,5,4,4,7,8,3,3,6,3,4,1,1,1,4,6,8,3,3,6,3,4,4,11,1"
50,41,Teddy bear,2400,http://static.nonograms.org/files/nonograms/large/plyusheviy_mishka2_12_1_1p.png,8/10," , , , , , , ,4, , , , , , ,4,6, , , , , , ,14,5, , , , ,5,11,2,1, , , ,1,2,13,1,1, , , , ,1,1,15,2, , , , ,1,1,15,2, , , , , , ,1,18, , , , , , , ,18, , , , , ,3,10,2, , , , , ,3,10,2, , , , , , ,7,5, , , , , , ,8,6, , , , , , ,8,6, , , ,4,5,2,2,3, , , , ,4,5,1,3, , , , , , ,3,10, , , , , ,4,2,7, , , ,2,3,2,1,1,1,3,1,1,1,1,2,2, ,2,1,1,1,3,1,2, ,3,1,2,3,1,1,3, , ,3,2,3,3,3,4, , , ,2,3,6,4,5, , ,3,2,10,3,1,8, ,3,3,10,3,3,2,4, , ,2,3,11,3,5,5, , ,3,3,11,4,4,5, , , ,2,3,12,4,6, , , , ,2,4,12,4, , , , ,4,2,12,4, , ,1,2,2,9,4,2, ,1,2,1,3,7,4,2, ,1,3,6,6,3,5,3, ,2,2,7,4,3,6,5, , ,3,9,3,2,9,5, , , ,6,2,5,1,12, , ,6,3,3,5,5,5, , , ,3,4,7,2,5, , , , ,2,4,8,5, , , , , ,10,7,5, , , , , ,9,3,10, , , , , ,7,5,6, , , , , , ,7,5, , , , , , ,6,5, , , , , , ,5,5, , , , , , , ,10, , , , , , , ,9, , , , , , , ,7, , , , , , , ,4"," , , , , , , , , , , , , , , , , , , , ,9,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3, , , , ,12, ,9, ,9,3,11, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,6,10, ,7, , ,3,9,2,9,2,2,3, ,3,4,5,2, , , , , , , , , , , , , , , , , , , , ,4,1,1,2,1,2,5,15,15,1,3,2,3,2,1,1,2,5,10,6,3,5, , , , , , , , , , , , , , , , , ,2,1,2,2,3,2,1,12,2,2,1,1,2,1,1,2,1,1,14,5,2,3,3,3,2,3,2,3,2,1, , , , , , , , , , ,1,4,2,1,1,4,4,4,1,12,11,11,11,1,1,1,1,14,1,2,17,13,6,3,2,3,2,2,2,1,3,5,5, , , , , , ,2,7,4,1,4,4,4,5,3,5,7,5,5,2,1,11,12,12,13,2,2,16,1,2,5,3,5,5,4,5,4,3,4,3,1,5,3, , , ,5,2,1,6,2,5,6,5,5,7,8,9,2,4,5,6,12,12,11,11,3,8,9,9,9,7,3,3,4,3,2,3,3,2,3,2,9,10,10,10,8"
22,13,Jellyfish,2401,http://static.nonograms.org/files/nonograms/large/meduza_12_1_1p.png,4/10," , , ,3, , ,3,2, , ,2,6, ,2,1,6, ,2,1,8, , ,2,10, , , ,11, , , ,6, ,3,1,2,2,1,2,2,2,3,1,1,2,3,1,1,2,2,1,2,2,1,2,2,2,1,1,3,1,1,2,3,1,1,1,2, ,1,2,1, ,2,1,2, , ,1,1, , , ,2, , , ,1"," , ,2,2,1, ,1, , , , , , , ,4,1,3,1, ,6,1,7, ,5,4, , ,4,6,2,4,3,3,8,5, ,2,8,2,2,2,3,5,2,14,2,3,2,8,4,2,5"
26,25,Meat grinder,2402,http://static.nonograms.org/files/nonograms/large/myasorubka_12_1_1p.png,4/10," , , ,9, , , ,7, , , ,5, , ,3,5, , , ,11, , , ,12, , ,15,1, , , ,18, ,13,2,1, , ,13,1, ,3,3,1, , ,3,1, , ,3,1, , ,3,1, , ,5,1, , ,2,1, ,3,2,1,1,2,1,7, ,1,2,10, , ,5,7, , , ,4, , , ,1, , , ,1, , ,1,1, , ,1,1, , , ,5"," , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,11, , , , , , , , , , , , , , , , , , , , , , ,10,12,1,1, , , , , , , , , , , , , , , , , , , , , ,1,1,2,10, , , , , , , , , , , , , , , , ,1,2, , ,10,1,7,1,2,4,2, , ,2,2, , , , , , , ,8,8,8,6,6,10,10,2,1,1,1,2,9,6,3,12,1,3,3,3,3,3,3,3,1"
45,50,Hoopoe,2403,http://static.nonograms.org/files/nonograms/large/udod_ptica_12_1_1p.png,6/10," , , , , , , , , , , , ,2, , , , , , , , , , , ,2,4, , , , , , , , , , ,4,5,2, , , , , , , , , , ,4,5,3, , , , , , , , , , ,3,5,4, , , , , , , , ,1,1,1,1,6, , , , , , , , ,4,3,1,1,3, , , , , , , , , ,4,3,4,2, , , , , , , , , ,4,1,2,5, , , , , , , ,3,2,1,1,2,2, , , , , , , , , ,4,1,2,2, , , , , , , , , ,2,1,2,2, , , , , , , , , , , ,3,2, , , , , , , , , , , ,4,3, , , , , , , , , , ,3,2,2, , , , , , , , , , ,2,2,2, , , , , , , , , , , ,7,3, , , , , , , , , , , ,10,2, , , , , , , , , , ,6,5,3, , , , , , , , , , ,4,5,3, , , , , , , , , ,3,1,4,4, , , , , , , , , , ,1,3,3, , , , , , , , , , ,2,3,4, , , , , , , , , ,1,2,3,4, , , , , , , , , ,1,2,2,9, , , , , , , , ,1,2,2,5,6, , , , , , , , ,2,2,5,5,2, , , , , , , , ,2,1,5,5,5, , , , , , , , ,2,1,9,3,3, , , , , , , , ,1,3,9,3,6, , , , , , , , , ,1,4,12,8, , , , , , , ,1,2,2,14,3,2, , , , , , , ,1,2,2,13,2,3, , , , , , , ,1,1,2,1,16,6, , , , , , , , , ,2,2,1,24, , , , , , , , ,2,1,3,1,25, , , , , , , ,3,1,4,1,3,21, , , , , ,3,1,2,2,1,3,3,9, , , , ,3,1,2,1,1,2,2,1,5, , ,3,1,2,2,2,2,1,2,1,1,2, , ,3,2,2,3,2,1,1,2,1,1,1,3,2,2,1,3,2,2,1,2,2,2,2,1,3,2,2,1,3,2,2,1,2,2,2,2,1, , , , , , , , , , , , ,50, , , , , , , , , , , , ,50"," , , , , , , , , , , , , , , , , , , , ,4,4, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , ,4,2,3,6,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,5,8, ,5, ,6,4, , , ,2,2,4,2,3,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,2,2,2,3,3,2,2,3, ,8,4,1,7,3,2,2,2,1,3, , , ,2,1,3, , , , , , , , , , , , , , , , , , , , ,3, , ,2,3,3,2,2,2,4,4,4,2,5,5,3,3,1,1,2,1,1,2,2,5,4,4,1,1,2,5, , ,3,1, , , , , , , , , , , , , ,1,2,6,2,3,2,2,2,2,7,4,2,2,2,10,12,5,7,8,6,7,11,15,13,6,7,8,10,1,9,8,4,4,10,9,3,4,7,6,5,5,5,4,4,3,4,3,3,3,2,11,19,9,2,2,5,10,2,2,16,23,2,4,2,2,5,12,6,2,2,3,5,2,2,2,2,2,4,14,2,2,2,6,2,6,7,2,2,6,4,2,4,6,2,2,5,4,2,4,2"
22,41,Triceratops,2404,http://static.nonograms.org/files/nonograms/large/triceratops_dinozavr_12_1_1p.png,4/10," , , , ,6, , , ,3,8, , , ,5,10, , , ,6,12, , ,2,5,13, , ,3,6,12, , ,2,5,13, , ,2,8,12, , ,4,8,12, , , ,11,12, , ,1,8,14, ,2,2,6,13, , ,4,10,13, , , ,13,15, , , , ,28, , , ,9,20, , , ,8,22, ,2,3,23,1,1,1,7,15,3,4,3,3,3,11,3,3,3,3,7, ,3,3,3,3"," , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,2,3, , , , , , , ,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,2,2,2,5,10,14,13, , ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,6,7,4,6,10,11,5,3,6,19,15,12,8,9,22,18,18,18,22,22,21,17,19,18,16,11,10,7,6,5,4,3,3,2,2,2,2,2"
50,28,Kitten,2405,http://static.nonograms.org/files/nonograms/large/kotyonok_po_imeni_gav_12_1_1p.png,6/10," , , , , ,5, , , , ,1,4, , , ,3,1,4, , , ,5,2,4, , ,1,5,2,4, , ,1,5,1,4, , ,2,5,1,4, , ,2,5,1,5, , ,1,5,1,4, , , ,1,8,5, , ,2,3,7,5, , , ,2,2,9, , ,1,3,4,7, , , ,3,10,5, , , ,2,13,4, , , ,2,16,3, , ,2,9,5,2, , ,11,2,5,1, , ,11,2,5,1, ,3,5,2,5,1,2,2,4,2,5,1, ,2,2,5,6,2, ,2,2,1,9,2, ,1,2,2,12,1, , , ,2,12,2, , , ,11,6,2, , , ,10,1,2, , ,2,2,4,3, , , , ,6,5, , , , ,3,14, , , ,2,8,2, , , , ,2,3, , , , ,3,2, , , , ,2,2, , , , ,3,2, , , , ,3,2, , , , ,3,2, , , , ,3,2, , , , ,3,6, , ,3,2,2,1, , ,2,2,2,1, , ,2,1,1,1, , ,2,1,1,1, , ,2,1,2,2, ,3,2,1,2,2, ,7,2,1,2,2, , ,11,1,2,2, ,2,6,1,2,2, , ,5,1,2,2, , , , , ,15"," , , , , , , , , , , ,5,1, , , , , , , , , , , , , , , , , , , ,4, , , , , , ,1,8,1,2, ,3, , ,5, , , , , , , , , ,2, ,3,2,4, , , , , ,9,5,2,2,3,1,4, ,1,6,8, , , , , , , ,6,3,2,3,1,5,7, ,4,2,2,5,4,4,1,4,2,4,10,2,5, , , , , , ,6,8,15,3,4,4,2,6,5,9,9,1,1,4,4,4,5,13,2,1,9,1, , , , , , ,1,2,1,3,2,4,4,3,13,4,4,2,2,6,3,3,2,1,13,4,1,1,8,7, , , , ,1,2,1,2,1,4,4,2,2,2,2,6,5,6,4,2,3,1,2,3,11,2,1,1,6,6,5, ,2,3,2,3,3,4,4,5,4,13,15,1,1,1,1,11,1,7,12,1,7,19,2,2,2,2,4,9"
35,45,Flamingo,2406,http://static.nonograms.org/files/nonograms/large/flamingo3_12_1_1p.png,7/10," , , , , , , , , ,3,5,4, , , , , , , , ,4,8,2,2, , , , , , ,1,5,5,2,1,1, , , , , , , ,8,3,2,1,1, , , , , , , ,10,2,6,1,3, , , , ,1,3,4,1,3,1,1,4, , , , , ,1,3,3,3,1,1,4, , , , , , , ,3,2,1,2,7, , , , , , ,3,1,1,2,3,2, , , , , ,3,6,1,1,1,1,1, , , , ,3,3,2,1,2,2,5,1, , , , ,3,2,3,1,7,1,6,1, , , , ,3,2,10,1,8,1,5,1, , , , ,5,8,2,2,8,1,4,2, , , ,4,6,4,2,7,2,2,1,1, , , , ,3,3,5,1,6,1,2,1, , ,2,4,3,3,2,5,2,1,1,1, , ,2,1,5,1,2,3,1,1,1,1, , , ,3,1,1,1,6,1,1,1,2, , ,3,1,1,1,2,2,1,1,1,1, , ,4,1,1,1,5,1,1,1,1,1, , ,5,1,1,1,3,1,5,1,1,1, , ,4,1,1,1,3,1,2,2,1,1,5,2,1,1,1,1,1,1,1,3,1,1, , ,5,2,1,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,5,1,1, , , , ,1,1,1,1,1,3,1,1, , , ,1,1,1,1,1,1,3,1,1, , , , ,2,2,1,1,1,1,1,1, , , , , , ,3,6,1,1,12,15, , , , , ,4,3,5,9,3,2,10, , , , , ,6,3,4,2,4,5,8, , , , , , , ,10,6,4,6,12, , , , , , , , ,7,3,8,14, , , , , , , , , , ,8,35"," , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , ,2,1,1,2, , , , , , , , , ,1, , , , , , , , , , , , , , , ,3,6,3,3, , ,3, , , , , , , , , ,1,1,3,2, , , , , , , , , ,3, , , , , , , , , , , , , , , ,2,2,4,2,4,5,1,1, , , , , , , ,2,1,1,6,4,7, , , , , , ,5,3,3, , , , , , , , , , , , , ,15,4,2,1,2,1,2,1,4,4,1, , , , , , ,3,2,3,1,2,5,6,6, , , , ,1,3,1,2,1,1, , , , , ,3,2, , , ,6,2,1,1,1,2,3,4,1,1,3,6,4,2, , ,5,4,2,2,1,1,4,11,1,8,9,7, ,1,1,3,5,5,4,3,4, , , ,3,2,5,24,24,1,3,7,2,4,1,2,14,1,2,13,1,2,2,5,3,3,2,3,2,1,1,2,1,2,1,1,4,2,3,3,1,3,3,1,3,3,6,8, ,1,2,2,3,2,1,3,1,2,2,2,3,1,1,1,2,4,3,3,2,5,3,2,3,3,2,2,1,1,1,2,1,3,2,1,2,2,1,2,4,5,1,7,7,5,6,6,6,5,4,4,3,1,2,3,2,1,1,1,1,1,1,2,2,3,6,6,3,2,2,1,1,1,1,1,1,2,2,6,4,3,3,6,6,6,6,16,6,6,5"
35,45,Phone call,2407,http://static.nonograms.org/files/nonograms/large/telefonniy_razgovor_12_1_1p.png,7/10," , , , ,5,1,8,3,9,3, , ,1,3,1,9,3,7,2,4, , ,5,1,9,3,6,2,2,2, , ,5,1,9,3,6,1,1,4, , , ,3,1,1,12,6,2,7, , , ,5,1,5,2,7,1,2, , , , , ,4,1,4,8,3, , , , , ,5,1,4,8,6, , , ,5,1,4,3,4,3,3, , , , ,5,1,3,2,1,3,5,1,2,1,5,2,2,1,2,3, ,5,1,2,3,1,2,4,1,7, , , ,1,1,3,5,2,1,3, , , ,7,1,2,2,4,1,3, , , , ,1,5,2,1,1,3, , , , ,2,4,6,1,1,2, , , ,3,3,2,2,1,4,2, , , , , ,2,4,1,1,3, , ,3,2,1,1,4,1,2,3, , , , ,6,1,2,2,9,3, , ,3,2,3,1,2,3,1,3, , , ,7,3,1,2,4,7,3, , , ,8,3,2,4,2,5,4, , , , ,9,4,2,2,3,5, , , , , ,14,2,1,3,2, , , , , ,15,2,2,4,2, , , , , ,14,2,1,6,2, , , , , , ,13,2,10,2, , , , , , ,8,4,11,2, , , , , , ,10,2,7,7, , , , , , ,3,9,2,5, , , , , ,2,1,1,2,2, , , , , , ,1,11,2,1, , , , , ,2,1,1,1,1, , , , , ,1,1,1,1,1"," , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,1,1,3,6,3,2,1, , , , , , ,6,5, , , ,2,1, ,2, , ,2, , , , , , , ,4, , , , , , , , ,7,6,1,1,1,1,1,4,3,2,3, ,3,2, , ,5,1,1,4,3,2,2,3,3,1,3,3,2,5, , , ,6,1,12,7,12, ,14, , , , , ,2,2,2,1,1,2,1,2,9,8,6,3,3,4,1, ,2,2,2,1,2,1,1,1,5,1,1,1,1,1, , , ,5,10,1,1,1,1,5,3, ,5,5, ,2,2,3,2,4,2,2,2,2,2,2,4,1,2,5,6,1,3,3,1,1,1,1,1,1,3,1,2,2,1, , , ,1,1,6,8,10,12,7,9,4,6,6, ,10,7,6,4,1,1,1,1,2,5,2,1,2,1,1,1,2,2,3,4,3,3,3,2,3,2,1,2,4,9, ,17, ,3,5,2,3,2,1,2,1,13,6,10,27,3,2,1,1,1,1,1,1,1,1,5,1,3,2,3,2,1,1,2,4,2,2,2,3,4,6,7,9,6,6,30,5,9"
15,20,Snail,2408,http://static.nonograms.org/files/nonograms/large/ulitka6_12_1_1p.png,3/10," , , ,2,2,9, , ,2,2,2,3, , ,1,1,2,2, ,1,1,2,6,2, ,3,1,2,2,2, , ,6,2,2,1,2,3,1,3,1,1,6,1,2,1,1,1, ,6,1,1,1,1, ,5,1,2,3,1, , ,3,1,5,1, , , , ,6,3, , , , ,7,4, , , , , ,14, , , , , ,16"," , , , , , , , , , , , ,1,1,1, , , , , , , , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , ,1,1,1,2,1,1,3,2,2,4, ,2, ,2, ,2, ,2,2,2,2,2,5,2,1,2,2,6,2,2,9,4,10,3,14,10,12,4,4,10,3,2,2,2,2,2,3,3,1,1,1"
37,45,Horse,2409,http://static.nonograms.org/files/nonograms/large/loshad4_12_1_1p.png,5/10," , , , , , , ,1,1, , , , , , , ,2,2, , , , , , , ,3,3, , , , , , , , ,6, , , , , , , , ,7, , , , , , , , ,9, , , , , , , , ,11, , , , , , , ,8,2, , , , , , , , ,12, , , , , , , , ,12, , , , , , , ,8,5, , , , , , , ,9,5, , , , , , ,6,11,5, , , , , , , ,31,3, , , , , , , , ,33, , , , , , ,2,3,27, , , , , , , ,3,28, , , , , , , ,5,29, , , , , , , ,5,29, , , , , , , ,4,29, , , , , , ,2,2,31, , , , , , ,1,2,31, , , , , , , ,2,34, , , , , ,2,12,6,8, , , , , ,2,11,4,2, , , , ,2,5,4,4,3, , , , , ,3,4,4,3, , , , , ,3,4,3,5, , , , , ,4,3,3,4, , , , , ,3,3,3,3, , , , , ,3,2,3,1, , , , , ,3,3,3,2,3,1,1,1,3,1,2,1,2, ,2,3,2,3,2,1,3,5,1,3,6,1,4,1,2,5,2,2,3,8,2,3,2,2,4,4, , ,3,3,11,3,8,3,5","1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , , , , ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,9,4,2, ,2,2, , , ,2,4,4, , , ,3,3,10,16, , , , , , , , , ,11, , , , , , , ,17, , ,29, ,8,8,5,13,4,4,3, ,2,2, , ,1,1,2,2,11,11,4,3,5,6,2,14,13,13,12,12,15,16,17,19,4,10,10,11,12, ,15,16,1,19,23,1,30,20,10,8,6,3,3,3,2,2,1,5,3,1,2,3,1,2,7,9,3,3,1,2,4,5,3,4,5,3,1,3,2,1,4,5,4,3,13,1,1,1,5,2,1,4,2,5,4,3,3,3,3,2,1,2,5,7,2"
35,30,Girl,2410,http://static.nonograms.org/files/nonograms/large/devushka3_12_1_1p.png,6/10," , , , , ,12, , , ,10,1,2, , ,10,1,1,2, ,8,1,1,1,2, ,7,4,1,1,2,7,3,2,1,1,1, ,8,3,4,1,1, ,7,1,3,3,3, , ,7,2,2,6, , , , ,10,5, , , , ,9,4, , , , ,7,5, , , , ,5,6, , , , ,5,6, , ,6,5,4,6, , , , ,13,12,6,2,3,3,2,6,6,1,1,1,1,6, , , , ,5,5, , , , ,5,5, , , , ,4,5, , , , ,3,6, , , ,4,1,6, , , ,3,3,6, , , , ,4,6, , , , ,3,6, , , ,2,5,6, , ,3,7,4,1, , , ,3,4,7, , , ,3,2,6, , , , ,3,4, , , , ,3,3, , ,1,4,3,2, , ,1,8,1,4, , ,2,5,1,4"," , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,5,4,4, ,3, ,1, ,1, ,2,2,2, , , , , , , , , , , , , , , , , ,1,1,3,3,1,2,2,2,1,2,1,1,1, , , , , , , , , , , , , ,11,11, ,7,2,1,1,3,2,2,2,1,1,1,3,3,2,2, , , , , , , , , , , ,10,2,3,11,2,3,3,1,2,1,2,1,2,1,3,4,3,1,11, , , , , , , , , ,15,14,1,3,3,4,2,1,2,3,4,4,3,1,3,3,2,4,5,5,9, ,20, , , ,7,10,14,18,4,6,5,3,1,4,5,4,3,2,2,1,1,1,1,5,4,2,3,3,2,24,1,19,15,13"
35,25,Teacher,2411,http://static.nonograms.org/files/nonograms/large/uchitelnica_12_1_1p.png,7/10," , , , , , ,9,5,3, , , , , ,1,2,2,2, , ,1,1,3,1,4,2,1,1,1,1,1,1,2,2,2,1, , ,1,1,3,1,1,2,3, , , ,3,1,1,4,3,1, , ,1,3,1,3,5,1,1, , , ,1,1,3,1,1,1, , , ,3,3,1,2,1,1, , ,1,1,1,1,1,1,2, , , , ,3,3,1,6,1, , ,1,1,1,1,1,2,2, , , , , ,2,3,1,6, , , , , ,2,1,1,2, , , , , ,2,1,2,4, , , , , ,2,1,6,2, , , , ,3,2,1,5,2, , , , ,1,2,2,1,1, , ,3,1,2,1,2,1,1, , ,1,1,1,2,1,1,1, , ,3,3,2,1,2,1,1, , , , ,1,2,1,1,1, , , , , ,7,1,12,1, , , , , ,1,2,1,1, , , , ,3,3,1,1,9, , , ,1,1,1,1,4,1, , , , ,3,3,1,3,1, , , ,1,1,1,1,1,8, , ,3,3,1,1,1,1,1, , , , , , , ,1,9, , , , ,1,1,1,1,2, , , , , , , ,11,11, , , ,1,1,1,1,1,1, , , , , , , ,1,11, , , ,11,1,1,1,1,1"," , , , , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , ,1, , , , , , , , , ,1,1, , ,1, , , , , , , , , , ,2,1, , , , , , , ,1,1,5, ,1,1,1, , , , , , , , , ,1,2, , , ,1, , , ,4,1,4, ,3,1,5, , , , , , , , ,3,2,1, ,2, ,2,1, , ,5,1,1, ,1,2,1, , , , , , , , ,1,1,5,1,1,2,2,2, , ,1,1,1, ,5,1,3, , , , , , , , ,1,3,1,4,6,1,1,1, , ,1,1,3, ,2,1,2, , , , , , ,2,2,1,1,1,1,1,4,1,2, , ,1,1,1,1,4,1,2, , , , , , ,1,3,3,1,1,2,1,3,6,1,2, ,1,1,1,2,1,1,1,1,17, , , , ,1,3,1,6,1,1,1,1,1,1,4, ,5,1,3,1,5,1,5,2,2,2,3,2,5,2,6,2,1,2,1,1,1,3,1,2,4,1,1,1,1,1,1,1,1,11,1,2,3,1,2,1,4,1,1,5,1,1,1,1,8,9,1,1,1,1,1,1,1,1,1,1,4,2,3,1,4,1,2,3,1,2,5,1,4,1,5"
20,20,Sad elephant,2412,http://static.nonograms.org/files/nonograms/large/grustniy_slonenok_12_1_1p.png,5/10," , , , , ,8,1,6, , , , ,2,2,1,3, , , , , ,2,2,3, , , , ,1,4,1,1, ,1,2,2,1,1,2,1, ,1,1,1,1,2,2,1, , ,1,2,2,1,1,1, , ,1,2,2,1,1,2, , , , ,1,1,1,1, , , , ,1,1,1,2, , ,1,1,1,2,1,3, , , ,2,2,3,1,1, , , , ,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1, , ,1,1,1,1,6,1,2,1,1,1,1,1,1,1, ,3,1,1,1,1,1,1, , ,1,1,1,1,1,1, , , , , , ,5,5"," , ,2, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, , ,2, , ,1, ,1, , , , , , ,2,1,4, ,1,4,1,1,1,2,4,1, ,2,2,1, , , , ,1,2,2,1,2,2,2,5,1,2,1,7,1,1,2,3,4,3,6,15,2,1,3,1,4,5,1,6,1,7,1,1,7,1,5,1,13,2,5"
